user_id,video_id,watch_time_seconds,likes,comments,save,video_topics
10024,30455,57,0,1,0,history
10081,30110,25,1,1,0,history
10100,30316,53,0,1,1,history
10030,30391,56,0,0,0,history
10048,30046,29,1,1,1,math
10055,30450,38,1,0,0,math
10081,30403,56,0,0,0,math
10072,30274,4,0,0,1,science
10079,30257,48,1,0,0,math
10002,30375,34,0,0,0,math
10067,30000,57,1,0,1,personal development
10067,30358,2,1,1,1,science
10100,30238,19,1,0,0,programming
10078,30093,56,1,0,0,personal development
10042,30476,28,0,0,1,literature
10083,30044,35,0,1,1,personal development
10048,30404,21,1,1,1,programming
10009,30110,15,0,0,1,literature
10078,30182,19,0,0,1,history
10021,30193,8,0,1,0,programming
10097,30488,14,1,1,0,personal development
10088,30032,54,1,1,1,science
10068,30415,35,0,0,0,math
10083,30357,5,1,1,0,programming
10084,30316,58,1,0,0,literature
10055,30084,4,1,0,1,history
10087,30498,12,1,0,1,literature
10042,30459,25,0,1,0,programming
10006,30451,8,1,0,1,programming
10036,30247,32,1,0,1,science
10064,30285,15,0,1,1,math
10006,30221,3,1,1,1,science
10010,30014,47,1,0,0,math
10013,30134,7,1,0,1,math
10087,30287,5,1,0,0,science
10059,30099,50,1,0,0,programming
10072,30399,54,0,0,0,literature
10020,30137,11,0,1,1,programming
10080,30008,51,1,0,1,literature
10068,30182,32,0,0,0,programming
10051,30225,38,1,1,1,programming
10011,30399,44,1,1,0,history
10035,30446,21,1,1,0,personal development
10098,30180,44,0,1,1,history
10035,30099,39,1,1,1,math
10021,30027,1,0,1,0,literature
10038,30372,8,0,1,0,science
10073,30389,30,0,1,0,personal development
10052,30260,39,1,1,1,programming
10009,30050,41,0,0,1,personal development
10048,30404,35,0,1,0,programming
10041,30081,38,0,0,1,history
10014,30099,17,0,0,1,personal development
10029,30464,50,1,0,1,literature
10002,30220,1,0,0,1,math
10067,30473,9,0,0,0,science
10006,30160,11,0,1,0,math
10050,30316,39,1,1,0,science
10014,30296,35,0,0,1,history
10053,30394,16,1,0,0,history
10002,30026,40,1,0,1,personal development
10100,30365,45,1,0,0,literature
10095,30034,27,1,0,1,literature
10078,30133,30,0,1,0,personal development
10092,30299,50,0,1,0,literature
10026,30249,18,1,0,1,programming
10094,30298,24,0,0,1,literature
10005,30297,14,1,1,0,personal development
10062,30142,21,1,1,1,science
10076,30365,24,0,1,0,science
10051,30427,20,1,1,1,science
10047,30298,32,0,1,0,personal development
10040,30495,60,1,0,1,literature
10076,30477,21,1,1,1,science
10064,30336,57,0,1,1,programming
10015,30309,31,0,1,1,personal development
10016,30410,11,1,1,0,science
10094,30350,45,1,1,1,programming
10015,30337,53,1,1,0,programming
10049,30480,8,0,1,0,science
10005,30450,22,0,1,1,personal development
10078,30076,44,1,1,1,math
10015,30367,42,0,1,1,literature
10027,30464,45,0,1,0,programming
10024,30245,24,1,1,0,personal development
10069,30384,11,0,1,0,history
10083,30161,54,1,1,0,science
10019,30134,8,0,1,0,science
10069,30453,59,0,1,1,programming
10073,30258,2,1,0,1,math
10066,30369,38,0,1,1,programming
10066,30187,54,1,1,1,science
10053,30237,11,0,1,1,math
10083,30101,50,0,0,1,literature
10086,30035,16,0,1,0,science
10031,30089,60,1,1,0,literature
10093,30459,45,0,0,1,literature
10076,30044,50,0,1,0,math
10033,30266,39,1,0,1,literature
10054,30080,3,1,1,0,math
10031,30116,28,1,1,1,science
10034,30451,12,0,1,1,personal development
10074,30243,9,1,1,0,programming
10063,30396,18,1,0,1,personal development
10017,30168,12,1,1,0,literature
10087,30478,14,0,0,1,math
10067,30152,38,1,1,0,history
10033,30194,22,0,0,0,literature
10086,30425,9,0,1,1,science
10002,30315,18,1,1,1,literature
10083,30330,9,1,1,1,programming
10075,30229,38,1,1,0,science
10095,30067,9,0,1,0,literature
10048,30016,1,0,1,1,literature
10050,30248,41,0,0,1,literature
10055,30343,18,0,1,1,math
10087,30002,53,1,1,1,programming
10087,30075,5,1,1,0,science
10040,30286,56,1,1,1,history
10028,30042,48,0,0,0,science
10020,30325,26,0,1,1,math
10000,30353,36,1,0,0,history
10069,30264,49,0,1,0,personal development
10014,30067,4,0,0,0,math
10096,30108,43,0,0,0,personal development
10044,30077,21,0,1,0,programming
10086,30399,55,1,1,0,literature
10027,30100,22,0,0,1,programming
10054,30351,4,0,1,1,literature
10007,30208,45,1,1,0,personal development
10011,30088,46,0,1,1,science
10092,30142,39,1,0,0,history
10058,30456,56,0,0,0,history
10031,30226,29,0,1,1,literature
10022,30286,36,0,0,0,history
10020,30132,18,1,0,1,history
10047,30161,34,0,0,1,science
10048,30443,14,0,1,0,programming
10058,30448,14,1,0,1,personal development
10093,30389,8,0,1,1,math
10051,30022,2,0,0,0,math
10014,30470,19,0,0,1,personal development
10047,30429,46,0,1,1,programming
10100,30179,23,0,0,0,science
10040,30429,39,0,0,0,personal development
10020,30141,38,0,1,1,history
10039,30421,37,0,0,0,programming
10029,30292,42,0,0,1,programming
10078,30184,33,0,1,1,science
10047,30035,6,0,1,1,science
10050,30381,7,0,0,0,programming
10051,30079,47,0,0,0,history
10064,30491,24,1,0,1,math
10072,30151,53,0,0,0,science
10075,30149,48,1,0,0,literature
10090,30026,32,1,1,0,science
10035,30362,59,1,0,1,personal development
10061,30174,52,0,1,1,personal development
10029,30459,52,0,1,0,history
10072,30361,9,1,1,0,science
10000,30420,12,1,0,1,programming
10066,30208,56,1,1,1,math
10020,30287,57,0,1,1,math
10094,30433,18,0,1,1,literature
10028,30095,4,1,0,0,math
10070,30198,45,1,0,0,science
10039,30410,13,0,1,0,programming
10075,30192,32,1,0,1,literature
10016,30372,39,0,1,0,literature
10100,30208,14,0,1,1,history
10065,30329,29,0,0,1,history
10100,30014,23,1,1,0,history
10024,30262,54,0,0,1,history
10022,30081,6,1,0,1,history
10098,30117,57,1,0,0,science
10066,30477,27,1,1,1,programming
10060,30197,17,0,1,0,personal development
10093,30251,19,1,1,0,history
10089,30150,43,0,0,0,personal development
10091,30331,58,0,1,0,personal development
10041,30230,46,0,0,0,literature
10021,30499,33,0,1,1,science
10075,30371,2,0,0,1,literature
10098,30306,45,0,0,1,programming
10023,30055,16,1,0,1,science
10094,30148,22,0,1,1,math
10087,30295,44,0,1,1,math
10040,30033,8,0,1,0,history
10045,30372,30,0,1,1,personal development
10011,30427,27,1,1,1,literature
10082,30278,23,0,0,1,math
10063,30491,43,0,1,1,science
10081,30478,49,1,0,0,personal development
10075,30303,5,0,0,0,literature
10049,30082,47,1,1,0,math
10000,30310,23,0,1,1,science
10068,30446,20,0,0,1,history
10002,30025,16,1,0,1,math
10021,30439,53,1,1,1,science
10043,30216,31,1,1,1,math
10053,30392,59,1,1,0,personal development
10003,30059,14,0,1,0,programming
10085,30321,19,0,1,0,science
10021,30409,18,1,0,0,personal development
10068,30105,12,1,1,0,literature
10025,30067,11,0,1,1,literature
10088,30276,6,0,1,1,programming
10009,30145,19,0,0,0,science
10033,30470,44,0,0,1,science
10049,30436,39,0,0,1,literature
10100,30385,12,0,1,1,literature
10056,30204,27,1,0,0,programming
10010,30081,48,0,0,0,history
10064,30391,39,1,0,0,programming
10079,30265,8,0,0,0,science
10064,30115,14,1,0,0,literature
10081,30486,22,0,0,0,math
10059,30427,18,0,0,0,literature
10012,30307,2,1,0,1,science
10100,30327,18,0,0,0,programming
10037,30384,48,1,0,1,personal development
10074,30050,2,0,1,0,programming
10063,30456,5,1,0,0,programming
10095,30259,49,0,0,1,personal development
10056,30223,29,1,0,0,programming
10044,30063,13,0,1,1,programming
10009,30264,14,0,0,0,history
10024,30242,54,1,1,0,history
10095,30318,18,1,0,0,personal development
10019,30383,4,1,0,0,literature
10002,30109,39,1,1,0,literature
10061,30064,38,1,1,0,science
10005,30279,49,0,0,0,personal development
10038,30093,29,1,1,1,history
10089,30184,42,0,0,0,math
10026,30045,13,0,0,0,math
10079,30379,4,0,1,0,science
10040,30204,27,1,1,1,math
10019,30245,5,0,1,1,history
10062,30111,40,0,1,1,science
10078,30282,53,1,0,1,history
10061,30082,57,1,1,1,literature
10010,30198,38,0,1,1,science
10075,30361,20,1,1,1,personal development
10097,30255,47,1,0,1,math
10072,30102,22,1,1,1,history
10027,30148,26,1,1,1,math
10003,30473,53,0,0,1,science
10022,30301,8,0,0,1,math
10087,30171,59,0,1,0,math
10023,30175,1,0,0,0,literature
10035,30144,56,0,1,1,math
10038,30069,17,1,0,1,literature
10061,30192,2,0,1,1,personal development
10065,30449,59,0,0,0,math
10043,30106,59,0,1,1,math
10019,30107,30,0,0,1,personal development
10079,30046,40,1,0,0,math
10036,30219,5,0,1,1,history
10058,30497,46,1,0,1,math
10004,30077,22,1,0,1,math
10098,30336,31,1,1,0,literature
10038,30236,50,1,1,1,programming
10097,30442,2,0,0,0,math
10096,30303,30,1,0,1,programming
10078,30167,58,0,1,0,literature
10055,30423,3,1,0,1,personal development
10040,30157,13,1,1,0,literature
10087,30277,40,0,0,1,personal development
10032,30193,27,0,1,1,personal development
10056,30405,15,0,1,0,personal development
10092,30306,26,0,0,0,history
10024,30200,30,1,0,0,programming
10090,30385,3,1,1,1,programming
10006,30459,60,0,0,1,history
10003,30438,24,1,1,1,literature
10034,30454,57,0,0,1,programming
10029,30081,3,0,1,0,programming
10007,30297,35,1,1,1,math
10097,30008,6,1,1,1,history
10100,30307,1,0,0,0,history
10044,30449,5,0,1,0,science
10026,30197,42,0,1,0,history
10080,30397,39,1,0,1,personal development
10071,30126,35,0,1,1,personal development
10040,30104,49,1,0,1,literature
10073,30202,38,0,1,1,programming
10061,30039,15,0,0,1,math
10091,30382,22,1,1,0,history
10081,30335,3,0,1,0,science
10061,30179,21,1,1,1,personal development
10056,30439,49,1,1,1,science
10031,30461,35,0,1,1,math
10072,30296,13,0,0,1,history
10088,30301,29,0,0,1,programming
10050,30449,3,1,1,1,history
10078,30321,33,0,0,1,programming
10061,30363,28,0,1,0,history
10039,30495,59,1,1,0,programming
10019,30080,39,0,0,0,math
10085,30110,47,1,1,0,personal development
10010,30030,49,1,1,0,math
10081,30329,15,1,0,0,personal development
10004,30161,9,0,0,1,science
10090,30256,58,0,0,0,history
10080,30279,37,0,1,1,science
10040,30392,56,0,1,0,literature
10052,30396,26,0,1,1,personal development
10075,30344,4,0,0,0,math
10043,30259,24,1,1,1,literature
10084,30292,59,0,0,0,history
10085,30194,48,1,1,1,literature
10007,30197,1,0,0,0,history
10011,30187,38,0,1,1,literature
10007,30435,17,1,0,1,programming
10064,30043,55,0,1,0,science
10056,30108,6,0,0,1,history
10064,30141,11,0,1,0,science
10053,30404,37,0,1,1,history
10021,30175,17,1,1,1,programming
10015,30141,7,1,1,0,literature
10044,30203,49,1,0,1,science
10067,30229,60,1,0,0,programming
10095,30407,28,1,0,1,literature
10064,30185,2,0,0,0,programming
10011,30322,38,0,0,0,science
10070,30328,7,1,0,0,math
10022,30134,60,0,1,1,programming
10038,30005,31,1,0,1,literature
10026,30477,2,0,0,0,literature
10097,30221,23,1,0,0,programming
10053,30391,45,1,0,1,programming
10051,30251,3,0,1,0,personal development
10022,30479,27,0,1,1,personal development
10029,30450,43,0,1,0,literature
10043,30327,44,0,0,1,programming
10059,30137,38,0,1,0,math
10076,30216,21,1,1,0,literature
10020,30028,30,0,0,0,math
10068,30281,56,0,1,1,math
10026,30005,52,1,0,0,personal development
10021,30081,44,0,1,1,math
10043,30373,10,1,0,0,history
10053,30430,29,0,0,1,science
10019,30162,9,1,0,0,programming
10004,30390,60,1,0,1,literature
10027,30213,25,0,1,0,programming
10066,30401,4,0,1,1,math
10092,30353,4,1,0,0,literature
10046,30471,51,1,1,1,literature
10070,30112,9,1,1,0,personal development
10037,30465,37,0,0,0,personal development
10086,30499,27,1,1,0,science
10012,30267,47,1,1,0,personal development
10040,30143,4,1,1,1,science
10040,30091,16,1,0,0,programming
10063,30431,42,1,1,0,personal development
10092,30398,35,0,1,0,science
10007,30317,27,1,1,1,math
10042,30467,58,0,1,1,math
10095,30151,43,0,0,0,personal development
10003,30253,23,0,0,1,science
10014,30024,15,1,1,0,literature
10062,30283,50,1,0,1,personal development
10060,30093,26,1,0,1,personal development
10002,30371,14,1,1,1,literature
10061,30466,37,0,1,1,personal development
10068,30163,32,1,0,0,science
10091,30239,37,1,0,1,programming
10024,30042,23,1,1,1,history
10037,30204,54,0,1,1,programming
10079,30383,23,0,0,0,math
10091,30496,17,0,0,0,math
10009,30089,43,1,1,0,literature
10080,30066,32,1,0,1,math
10027,30182,15,1,1,0,programming
10030,30036,2,1,1,1,personal development
10015,30434,39,1,0,1,programming
10040,30071,29,0,0,0,math
10100,30028,19,1,0,0,history
10006,30029,53,1,1,1,programming
10033,30037,42,0,0,1,programming
10025,30214,55,0,0,1,history
10072,30490,31,0,0,0,literature
10009,30376,9,0,1,1,personal development
10100,30192,19,1,0,0,math
10034,30202,14,0,1,0,history
10029,30466,8,0,0,1,math
10011,30318,19,0,0,0,history
10017,30326,48,0,1,0,history
10015,30232,24,0,0,0,science
10094,30343,17,1,0,1,math
10092,30173,2,0,0,0,personal development
10090,30370,31,0,0,0,personal development
10033,30279,25,1,0,1,programming
10067,30145,13,1,1,0,history
10003,30025,50,1,1,1,math
10052,30093,30,0,0,1,science
10077,30049,42,1,0,0,math
10095,30378,24,1,1,0,math
10076,30025,46,1,0,1,history
10038,30303,50,0,1,1,math
10027,30465,50,0,1,0,literature
10086,30307,29,0,0,1,science
10047,30485,26,1,0,1,literature
10029,30210,2,0,1,0,math
10057,30138,39,0,0,1,programming
10013,30152,24,0,1,1,personal development
10089,30172,42,0,0,1,literature
10099,30004,56,0,1,0,programming
10087,30038,14,1,1,1,science
10001,30226,6,0,1,0,programming
10022,30070,51,1,1,0,science
10059,30353,6,0,1,1,programming
10045,30030,36,0,0,0,history
10056,30387,52,0,0,0,science
10092,30214,56,0,0,1,history
10041,30232,16,1,0,0,literature
10053,30189,43,0,1,1,personal development
10088,30126,43,0,0,1,literature
10063,30206,18,0,1,0,programming
10006,30072,49,1,1,0,literature
10078,30255,19,1,1,1,history
10069,30290,20,1,1,1,personal development
10086,30456,27,1,1,0,math
10037,30189,40,1,1,1,programming
10099,30049,56,1,0,1,math
10048,30268,11,0,1,0,personal development
10076,30347,43,0,0,0,programming
10073,30237,52,0,0,1,math
10006,30170,26,0,0,0,science
10024,30474,33,0,1,1,history
10077,30039,60,0,0,0,literature
10055,30248,7,0,1,1,programming
10023,30395,42,1,0,0,literature
10022,30011,34,0,1,0,personal development
10093,30195,10,1,1,0,math
10067,30385,43,1,0,0,history
10025,30358,8,1,0,0,personal development
10013,30274,44,0,1,0,literature
10050,30242,33,1,1,0,science
10003,30264,54,1,0,0,history
10081,30161,4,0,0,1,math
10013,30037,9,0,1,0,math
10002,30095,11,1,0,0,science
10074,30142,8,1,0,1,programming
10040,30168,6,1,0,0,math
10007,30336,25,1,1,0,personal development
10079,30232,31,1,1,0,programming
10042,30283,1,1,0,1,history
10093,30175,39,0,0,0,science
10070,30430,16,1,0,1,personal development
10064,30110,21,1,1,0,history
10016,30066,57,0,0,0,math
10097,30235,25,0,1,1,literature
10005,30038,48,1,0,0,math
10007,30109,49,1,0,1,personal development
10077,30313,8,1,0,0,programming
10026,30223,29,1,0,0,personal development
10059,30310,23,0,0,1,personal development
10041,30078,8,0,1,0,literature
10095,30064,4,0,0,1,science
10017,30171,28,1,0,0,literature
10083,30439,16,0,0,0,personal development
10005,30372,13,0,0,1,history
10079,30433,10,0,1,1,math
10088,30054,42,0,0,1,literature
10031,30266,45,1,1,0,science
10097,30269,33,1,1,0,programming
10039,30290,25,0,0,0,history
10030,30447,30,1,0,1,math
10092,30440,41,0,1,0,math
10032,30454,2,0,0,0,math
10083,30141,27,1,0,1,literature
10081,30101,58,1,1,1,personal development
10045,30493,11,1,1,0,personal development
10024,30209,25,0,0,1,personal development
10095,30040,7,1,0,0,science
10015,30500,57,1,1,0,personal development
10057,30418,5,0,1,0,literature
10073,30377,51,1,0,1,literature
10005,30346,33,0,1,1,history
10044,30437,14,1,1,1,programming
10049,30123,35,0,0,0,personal development
10100,30082,34,1,0,1,math
10031,30120,53,0,0,0,personal development
10069,30428,13,1,0,0,science
10009,30443,29,0,0,0,science
10036,30158,10,1,0,0,math
10022,30456,55,1,1,0,history
10025,30034,59,0,0,0,literature
10070,30284,40,0,1,1,history
10018,30383,48,0,1,1,personal development
10022,30420,23,1,1,0,history
10051,30065,22,1,1,1,personal development
10051,30445,12,0,0,0,science
10028,30193,6,1,1,0,programming
10026,30455,39,1,1,0,history
10000,30012,13,1,1,0,personal development
10076,30010,28,0,0,0,science
10000,30175,41,0,0,1,math
10044,30232,16,1,0,0,personal development
10044,30091,38,0,0,1,literature
10031,30192,3,0,1,1,personal development
10072,30329,45,0,1,1,personal development
10015,30279,6,1,1,1,programming
10042,30189,33,1,0,1,personal development
10014,30069,44,0,0,0,history
10020,30413,43,1,1,1,personal development
10050,30316,44,0,0,1,history
10083,30264,39,0,0,1,programming
10056,30488,45,0,1,0,personal development
10017,30140,34,1,1,1,programming
10044,30325,45,1,0,0,math
10058,30245,37,0,1,0,math
10061,30491,34,1,1,0,programming
10058,30443,58,1,1,0,personal development
10044,30231,48,1,0,1,programming
10089,30195,32,1,1,1,personal development
10062,30353,57,0,0,0,personal development
10094,30142,2,0,1,0,literature
10078,30410,12,0,1,1,history
10028,30116,36,0,1,0,math
10068,30054,58,0,1,1,math
10091,30009,49,1,1,0,history
10049,30284,34,0,1,0,science
10019,30051,45,1,0,1,literature
10065,30249,45,0,0,1,programming
10094,30214,31,1,1,1,history
10055,30228,28,0,0,1,literature
10025,30153,6,0,1,0,literature
10035,30094,19,0,1,0,literature
10035,30235,16,0,1,0,programming
10040,30217,19,1,0,1,math
10017,30321,12,0,1,0,personal development
10062,30050,17,1,0,0,literature
10013,30493,23,1,0,0,literature
10040,30431,39,1,1,1,personal development
10083,30114,31,0,1,1,personal development
10016,30036,15,0,0,0,science
10006,30233,23,1,0,0,personal development
10066,30462,36,1,1,1,math
10015,30460,34,1,0,0,programming
10085,30253,26,0,0,1,literature
10045,30348,14,1,1,0,history
10041,30032,44,1,1,1,personal development
10049,30315,43,1,0,0,literature
10036,30461,44,0,0,0,math
10065,30275,49,0,1,1,math
10012,30023,13,1,0,1,history
10100,30088,10,0,0,1,literature
10095,30332,16,1,1,1,math
10063,30319,30,1,1,1,literature
10084,30129,8,1,1,0,science
10077,30283,8,0,1,0,literature
10093,30355,39,1,1,0,literature
10073,30375,6,0,0,0,history
10001,30200,26,1,1,0,history
10083,30328,41,0,0,0,science
10027,30043,7,1,1,1,personal development
10057,30331,43,1,1,0,math
10071,30138,1,0,1,1,history
10018,30126,19,0,0,1,history
10001,30060,17,0,1,0,programming
10081,30368,56,1,1,1,history
10029,30444,37,0,0,0,science
10064,30491,16,1,1,0,personal development
10075,30290,30,1,0,1,programming
10090,30076,38,1,0,0,science
10100,30421,17,1,0,0,math
10015,30471,29,0,0,1,programming
10030,30453,37,0,0,1,personal development
10061,30492,38,0,1,0,history
10069,30315,55,1,0,0,personal development
10069,30015,36,1,1,0,literature
10021,30275,33,0,1,0,math
10072,30157,36,0,1,0,history
10059,30330,35,1,1,0,science
10065,30080,46,0,1,0,history
10042,30272,24,0,1,0,literature
10085,30333,56,1,0,1,literature
10077,30233,46,0,0,1,literature
10086,30448,16,0,1,1,literature
10072,30203,53,0,0,1,personal development
10093,30238,1,0,0,1,history
10092,30109,9,0,0,1,science
10081,30378,14,1,1,1,math
10047,30327,57,1,1,0,programming
10011,30077,7,0,1,1,programming
10062,30097,46,1,0,1,science
10072,30229,40,0,0,1,math
10013,30370,29,0,1,0,history
10007,30302,13,1,1,0,personal development
10031,30458,46,0,0,1,history
10046,30485,19,0,1,1,math
10093,30186,4,0,1,1,history
10092,30261,20,0,0,1,programming
10014,30168,30,1,0,1,literature
10036,30223,47,0,1,0,history
10007,30336,21,1,0,1,personal development
10017,30099,11,0,0,0,personal development
10018,30161,43,1,1,0,personal development
10061,30408,59,0,0,0,history
10033,30426,43,0,0,0,literature
10087,30249,42,0,0,1,science
10062,30147,35,0,0,1,math
10056,30269,27,1,1,0,literature
10009,30004,33,1,1,0,science
10059,30270,54,0,1,0,history
10023,30053,10,1,1,0,science
10004,30202,39,1,0,1,math
10005,30227,22,1,1,1,programming
10081,30443,19,0,0,1,math
10018,30168,51,0,1,1,science
10046,30203,34,1,0,1,literature
10047,30118,45,0,1,1,personal development
10004,30325,7,0,1,0,history
10013,30326,38,0,0,0,science
10100,30088,56,1,0,0,history
10020,30482,53,0,0,1,personal development
10014,30143,43,1,0,1,math
10070,30420,15,1,0,0,history
10086,30492,35,0,0,1,math
10001,30388,34,0,0,0,history
10099,30323,27,1,1,0,personal development
10080,30059,60,0,1,0,history
10014,30421,48,0,1,0,programming
10056,30169,39,0,1,1,programming
10049,30356,19,0,0,0,programming
10012,30207,39,0,1,0,personal development
10043,30176,47,0,0,1,personal development
10089,30312,17,1,1,0,programming
10040,30302,59,1,0,1,math
10094,30365,1,1,1,1,personal development
10046,30178,5,0,1,1,programming
10040,30041,4,0,1,1,history
10002,30398,11,0,0,1,history
10022,30138,18,1,1,1,math
10019,30163,9,0,1,0,history
10002,30094,36,0,1,1,personal development
10067,30117,24,0,0,1,programming
10032,30292,39,1,0,0,math
10062,30409,37,0,0,1,history
10063,30078,5,1,0,0,programming
10074,30155,38,0,1,0,history
10003,30161,24,0,1,1,history
10052,30449,31,1,1,0,literature
10092,30167,10,0,0,1,science
10092,30023,33,0,0,0,science
10094,30413,15,1,1,0,science
10017,30170,48,0,0,0,personal development
10091,30121,27,1,1,0,science
10086,30026,57,0,1,1,math
10077,30174,35,1,1,0,programming
10083,30077,19,0,1,0,science
10011,30126,3,0,1,1,math
10013,30381,9,0,0,0,literature
10053,30154,55,1,1,1,literature
10069,30268,13,1,0,1,history
10003,30285,49,1,1,0,math
10068,30091,30,0,0,0,science
10045,30168,12,1,0,1,programming
10026,30301,28,1,1,1,literature
10093,30377,18,1,1,0,math
10077,30043,39,0,1,1,literature
10063,30182,24,1,1,1,science
10100,30219,32,1,0,0,literature
10046,30089,17,0,1,0,personal development
10039,30135,55,0,1,1,programming
10017,30209,7,0,1,1,history
10070,30002,11,0,0,1,literature
10029,30088,6,0,1,0,literature
10086,30451,56,0,1,1,science
10005,30089,48,1,1,0,personal development
10091,30341,25,0,1,0,programming
10084,30350,11,1,0,1,literature
10087,30205,9,1,0,0,science
10018,30342,22,0,0,1,literature
10040,30167,2,0,1,0,personal development
10051,30299,9,1,1,0,science
10096,30093,60,1,0,0,personal development
10075,30061,56,1,1,1,math
10022,30233,41,1,1,0,math
10068,30105,46,1,0,1,math
10001,30260,17,1,0,1,science
10044,30488,5,1,0,0,math
10075,30321,57,1,0,0,programming
10099,30479,38,1,1,0,programming
10077,30248,32,1,0,1,personal development
10028,30075,4,0,1,0,personal development
10092,30105,2,0,0,1,history
10097,30279,11,1,1,0,programming
10027,30210,17,0,1,1,science
10050,30461,54,1,1,0,personal development
10047,30312,21,0,0,1,math
10003,30174,16,1,1,1,personal development
10039,30034,15,1,0,0,math
10086,30375,31,0,0,0,personal development
10064,30495,17,1,0,0,literature
10000,30411,3,0,0,1,personal development
10088,30416,23,0,1,0,science
10011,30143,11,1,0,1,literature
10017,30182,23,1,1,1,literature
10084,30060,39,0,1,1,personal development
10044,30076,35,0,1,1,personal development
10100,30012,39,1,0,0,math
10060,30361,5,0,0,1,personal development
10037,30009,7,1,0,0,personal development
10010,30246,4,0,0,0,math
10030,30369,17,1,0,0,personal development
10048,30124,57,1,0,1,history
10064,30302,2,1,0,0,literature
10030,30278,58,1,1,0,personal development
10060,30029,11,0,0,1,history
10040,30068,59,0,1,1,programming
10071,30451,23,0,0,0,literature
10011,30037,19,1,0,0,programming
10062,30364,31,1,1,1,science
10089,30105,11,1,0,1,math
10041,30045,35,0,1,1,history
10053,30237,47,1,1,1,literature
10021,30301,6,0,0,1,programming
10089,30457,15,0,1,1,literature
10004,30229,1,0,1,1,programming
10091,30449,37,0,1,1,literature
10041,30061,37,1,1,0,personal development
10061,30170,58,0,1,1,history
10083,30362,22,1,0,1,programming
10002,30193,41,1,0,1,programming
10042,30115,33,0,1,1,math
10098,30003,60,1,1,0,personal development
10092,30039,51,0,0,0,science
10083,30311,22,1,1,0,math
10081,30037,10,0,0,1,personal development
10017,30172,30,1,1,1,math
10070,30467,9,1,1,1,math
10051,30203,16,1,0,1,literature
10048,30444,52,0,1,1,literature
10068,30129,45,1,0,1,math
10079,30025,8,0,0,0,science
10067,30219,47,0,1,0,programming
10086,30036,30,1,0,0,programming
10063,30056,51,1,1,1,personal development
10064,30326,31,1,1,0,history
10096,30486,43,0,1,0,literature
10060,30422,24,0,1,0,programming
10075,30131,60,1,1,1,literature
10002,30124,2,1,1,1,personal development
10091,30165,44,0,1,0,math
10025,30125,16,1,0,1,science
10092,30122,58,1,0,0,literature
10077,30464,10,0,0,0,science
10036,30209,18,0,0,0,history
10029,30067,22,1,0,1,literature
10033,30483,49,1,1,1,science
10059,30407,24,0,1,0,math
10005,30480,15,1,0,0,literature
10056,30285,36,1,1,1,math
10042,30322,58,1,1,1,math
10023,30415,41,0,1,0,history
10018,30263,25,0,0,1,math
10059,30208,36,1,0,0,math
10095,30352,13,0,0,0,literature
10051,30243,37,0,0,0,science
10002,30347,28,1,1,0,math
10010,30343,31,1,0,0,math
10015,30320,6,0,0,0,programming
10078,30484,23,0,1,0,programming
10037,30218,52,1,1,0,math
10002,30173,15,1,1,0,personal development
10017,30234,32,1,0,0,personal development
10059,30411,31,1,1,1,science
10075,30354,10,0,1,1,programming
10020,30078,19,0,1,0,history
10069,30086,23,1,1,0,math
10006,30379,19,1,1,1,math
10045,30264,18,0,1,0,math
10073,30434,54,0,1,1,programming
10088,30226,10,0,0,0,history
10057,30487,31,0,1,0,math
10019,30332,39,0,1,0,math
10024,30405,51,1,0,1,math
10070,30407,18,0,1,1,history
10046,30294,11,0,0,1,programming
10023,30436,58,1,0,0,history
10010,30244,15,1,0,0,programming
10003,30397,26,1,0,0,history
10067,30071,32,1,1,1,math
10034,30280,45,1,0,0,science
10076,30165,5,0,0,1,literature
10060,30068,6,1,0,0,personal development
10014,30078,27,1,1,1,personal development
10031,30425,57,0,1,0,literature
10022,30342,56,0,1,0,science
10004,30364,14,0,1,1,literature
10028,30464,25,0,0,0,science
10054,30004,11,1,0,1,math
10041,30251,2,1,0,0,personal development
10070,30322,41,0,1,0,literature
10018,30399,35,1,1,0,math
10061,30194,17,1,0,0,programming
10055,30060,14,1,0,1,personal development
10040,30487,22,1,0,0,science
10014,30397,5,1,1,1,science
10018,30144,13,0,0,0,science
10048,30175,44,0,0,0,personal development
10086,30051,26,1,1,0,math
10097,30481,14,1,0,0,personal development
10011,30064,13,1,0,0,personal development
10056,30429,11,0,0,1,personal development
10088,30067,29,1,1,0,personal development
10019,30351,22,1,1,1,programming
10075,30339,38,0,1,0,personal development
10061,30312,13,0,1,0,programming
10079,30097,40,0,1,0,literature
10020,30188,4,0,0,0,literature
10048,30226,14,0,0,1,literature
10003,30265,46,0,1,1,literature
10003,30487,55,1,1,1,personal development
10025,30092,13,1,1,1,literature
10065,30386,50,0,1,0,history
10072,30430,2,1,0,1,history
10072,30418,1,1,0,1,math
10084,30182,29,0,0,0,programming
10054,30269,30,1,0,0,history
10081,30288,8,1,0,1,literature
10052,30245,59,1,0,0,history
10033,30026,59,1,0,1,programming
10032,30265,18,1,1,0,history
10044,30096,31,0,1,1,programming
10043,30471,55,0,0,1,literature
10018,30457,19,1,1,1,personal development
10035,30080,60,0,0,1,science
10063,30268,53,1,0,1,personal development
10071,30006,33,0,0,1,science
10029,30298,29,1,0,1,programming
